no;schid;ses;byhomewk;math;male;minority;mses;mhmwk
458;25;-0.99;4;43.49;1;1;-0.484357143;4.392857143
459;25;-0.99;4;42.45;1;1;-0.484357143;4.392857143
460;25;-0.534;3;43.68;0;1;-0.484357143;4.392857143
461;25;-0.548;3;40.8;1;1;-0.484357143;4.392857143
462;25;-0.946;5;43.49;1;1;-0.484357143;4.392857143
463;25;-0.548;3;40.8;1;1;-0.484357143;4.392857143
464;25;-0.325;6;41.2;0;1;-0.484357143;4.392857143
465;25;-0.856;3;40.8;1;1;-0.484357143;4.392857143
466;25;-1.047;4;42.9;0;1;-0.484357143;4.392857143
467;25;-0.964;5;43.7;0;1;-0.484357143;4.392857143
468;25;-0.923;3;43.68;0;1;-0.484357143;4.392857143
469;25;-0.005;4;41.12;0;1;-0.484357143;4.392857143
470;25;-0.86;3;40.8;1;1;-0.484357143;4.392857143
471;25;-0.218;4;48.59;0;1;-0.484357143;4.392857143
472;25;-0.218;6;41.12;1;1;-0.484357143;4.392857143
473;25;0.318;3;38.76;0;1;-0.484357143;4.392857143
474;25;-1.047;4;58.51;1;1;-0.484357143;4.392857143
475;25;-0.946;4;58.51;1;1;-0.484357143;4.392857143
476;25;-0.005;4;41.19;0;1;-0.484357143;4.392857143
477;25;-0.322;6;39.42;0;1;-0.484357143;4.392857143
478;25;0.273;4;38.76;0;1;-0.484357143;4.392857143
479;25;-0.095;4;41.12;1;1;-0.484357143;4.392857143
480;27;-1.664;3;35.1;1;0;-0.85375;3.75
481;27;-0.372;5;43.13;0;0;-0.85375;3.75
482;27;-1.366;4;35.1;1;1;-0.85375;3.75
483;27;-1.366;5;36.28;0;1;-0.85375;3.75
484;27;-0.248;5;47.92;1;0;-0.85375;3.75
485;27;-0.661;2;42.87;0;1;-0.85375;3.75
486;27;-0.162;2;42.15;0;1;-0.85375;3.75
487;27;-1.44;5;35.1;0;1;-0.85375;3.75
488;27;-0.993;5;42.15;0;1;-0.85375;3.75
489;27;-0.661;4;47.92;0;1;-0.85375;3.75
490;27;-0.661;2;39.52;0;1;-0.85375;3.75
491;27;-0.372;4;39.52;1;1;-0.85375;3.75
492;27;-0.248;5;60.31;1;0;-0.85375;3.75
493;27;-0.993;4;43.07;1;1;-0.85375;3.75
494;27;-2.081;3;36.28;0;0;-0.85375;3.75
495;27;-0.372;2;43.07;0;1;-0.85375;3.75
496;28;-0.045;7;49.44;1;0;-0.4166;4.6
497;28;-0.967;4;52.48;0;0;-0.4166;4.6
498;28;-0.558;5;52.48;0;0;-0.4166;4.6
499;28;-0.545;7;59.73;0;0;-0.4166;4.6
500;28;-0.394;2;55.24;0;0;-0.4166;4.6
501;28;0.081;5;43.5;1;0;-0.4166;4.6
502;28;-0.545;3;45.65;1;0;-0.4166;4.6
503;28;-0.394;5;43.5;1;0;-0.4166;4.6
504;28;-0.558;4;39.02;1;0;-0.4166;4.6
505;28;-0.241;4;59.09;1;0;-0.4166;4.6
506;29;-1.15;1;45.76;1;0;-0.486121951;3.975609756
507;29;-0.198;3;45.09;1;0;-0.486121951;3.975609756
508;29;1.059;7;42.54;1;0;-0.486121951;3.975609756
509;29;-0.125;7;44.72;1;0;-0.486121951;3.975609756
510;29;-0.319;3;38.01;0;0;-0.486121951;3.975609756
511;29;0.544;7;45.09;1;0;-0.486121951;3.975609756
512;29;-0.472;4;51.32;1;0;-0.486121951;3.975609756
513;29;-0.67;4;55.13;0;0;-0.486121951;3.975609756
514;29;-0.67;3;41.74;1;0;-0.486121951;3.975609756
515;29;-0.31;3;42.44;1;0;-0.486121951;3.975609756
516;29;-0.31;7;59.43;0;0;-0.486121951;3.975609756
517;29;-0.43;4;38.81;1;0;-0.486121951;3.975609756
518;29;-0.859;5;38.73;1;0;-0.486121951;3.975609756
519;29;-0.769;2;41.74;1;0;-0.486121951;3.975609756
520;29;-0.708;2;51.33;0;0;-0.486121951;3.975609756
521;29;-1.09;2;36.56;1;0;-0.486121951;3.975609756
522;29;-0.43;1;38.01;1;0;-0.486121951;3.975609756
523;29;-0.749;4;50.85;0;0;-0.486121951;3.975609756
524;29;-1.15;4;36.56;1;0;-0.486121951;3.975609756
525;29;-1.15;4;38.73;1;0;-0.486121951;3.975609756
526;29;-1.328;1;36.78;1;0;-0.486121951;3.975609756
527;29;1.059;1;44.72;1;0;-0.486121951;3.975609756
528;29;-0.988;1;38.73;1;0;-0.486121951;3.975609756
529;29;-0.111;8;38.31;1;0;-0.486121951;3.975609756
530;29;-0.714;3;41.74;0;0;-0.486121951;3.975609756
531;29;-1.203;2;58.61;1;0;-0.486121951;3.975609756
532;29;-0.237;3;40.57;1;0;-0.486121951;3.975609756
533;29;-1.203;5;42.91;1;0;-0.486121951;3.975609756
534;29;-1.09;7;36.39;1;0;-0.486121951;3.975609756
535;29;0.544;8;42.54;1;0;-0.486121951;3.975609756
536;29;-1.376;5;38.43;1;0;-0.486121951;3.975609756
537;29;1.059;7;45.09;1;0;-0.486121951;3.975609756
538;29;-0.708;4;59.43;0;0;-0.486121951;3.975609756
539;29;-0.111;5;45.09;1;0;-0.486121951;3.975609756
540;29;0.544;7;38.31;1;0;-0.486121951;3.975609756
541;29;-0.319;1;47.79;1;0;-0.486121951;3.975609756
542;29;-1.247;1;42.91;1;0;-0.486121951;3.975609756
543;29;-0.97;3;45.76;1;0;-0.486121951;3.975609756
544;29;-0.708;5;38.81;1;0;-0.486121951;3.975609756
545;29;-0.743;4;59.43;0;0;-0.486121951;3.975609756
546;29;-0.125;5;44.72;1;0;-0.486121951;3.975609756
